service,description,homepage,protocols,auth_mode,auth_required,api_key_needed,prompt_policy,skills_using_count,skills_using,skill_paths
kubecm,KubeConfig Manager,https://kubecm.cloud,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
kubekey,"Installer for Kubernetes and / or KubeSphere, and related cloud-native add-ons",https://kubesphere.io,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-media-k8s-encryption-web,skills/generated/shards/nexus-10/b10-media-k8s-encryption-web/SKILL.md
kubelogin,OpenID Connect authentication plugin for kubectl,https://github.com/int128/kubelogin,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
kubergrunt,"Collection of commands to fill in the gaps between Terraform, Helm, and Kubectl",https://github.com/gruntwork-io/kubergrunt,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-secrets-qt-k8s-identity,skills/generated/shards/nexus-09/b09-secrets-qt-k8s-identity/SKILL.md
kubernetes-cli@1.30,Kubernetes command-line interface,https://kubernetes.io/docs/reference/kubectl/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b07-db-k8s-firmware-observability,skills/generated/shards/nexus-07/b07-db-k8s-firmware-observability/SKILL.md
kubernetes-cli@1.31,Kubernetes command-line interface,https://kubernetes.io/docs/reference/kubectl/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-automation-telemetry-k8s-docs,skills/generated/shards/nexus-06/b06-automation-telemetry-k8s-docs/SKILL.md
kubernetes-cli@1.32,Kubernetes command-line interface,https://kubernetes.io/docs/reference/kubectl/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-filesystem-debug-presentation-ml,skills/generated/shards/nexus-06/b06-filesystem-debug-presentation-ml/SKILL.md
kubernetes-cli@1.33,Kubernetes command-line interface,https://kubernetes.io/docs/reference/kubectl/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b09-vmware-security-graphics-automation,skills/generated/shards/nexus-09/b09-vmware-security-graphics-automation/SKILL.md
kubernetes-mcp-server,MCP server for Kubernetes,https://github.com/containers/kubernetes-mcp-server,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-k8s-proxy-crypto-dotfiles,skills/generated/shards/nexus-10/b10-k8s-proxy-crypto-dotfiles/SKILL.md
kubeseal,Kubernetes controller and tool for one-way encrypted Secrets,https://github.com/bitnami-labs/sealed-secrets,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,kubernetes-and-container-platforms,skills/generated/shards/nexus-02/kubernetes-and-container-platforms/SKILL.md
kubeshark,API Traffic Analyzer providing real-time visibility into Kubernetes network,https://kubeshark.com,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
kubetail,Logging tool for Kubernetes with a real-time web dashboard,https://www.kubetail.com/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b04-cloud-platform-devops,skills/generated/shards/nexus-04/b04-cloud-platform-devops/SKILL.md
kubetui,TUI tool for monitoring and exploration of Kubernetes resources,https://github.com/sarub0b0/kubetui,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-modeling-crypto-k8s-observability,skills/generated/shards/nexus-06/b06-modeling-crypto-k8s-observability/SKILL.md
kubevela,Application Platform based on Kubernetes and Open Application Model,https://kubevela.io,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b08-bio-shell-devops-audio,skills/generated/shards/nexus-08/b08-bio-shell-devops-audio/SKILL.md
kubo,Peer-to-peer hypermedia protocol,https://docs.ipfs.tech/how-to/command-line-quick-start/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-cli-audit-3d-filesystems,skills/generated/shards/nexus-09/b09-cli-audit-3d-filesystems/SKILL.md
kumactl,Kuma control plane command-line utility,https://kuma.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-security-monitoring-devtools,skills/generated/shards/nexus-07/b07-security-monitoring-devtools/SKILL.md
kuzu,Embeddable graph database management system built for query speed & scalability,https://github.com/kuzudb/kuzu,"SQL/DB protocol, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b08-systems-cache-networking,skills/generated/shards/nexus-08/b08-systems-cache-networking/SKILL.md
kwctl,CLI tool for the Kubewarden policy engine for Kubernetes,https://www.kubewarden.io/,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-media-k8s-encryption-web,skills/generated/shards/nexus-10/b10-media-k8s-encryption-web/SKILL.md
kwok,Kubernetes WithOut Kubelet - Simulates thousands of Nodes and Clusters,https://kwok.sigs.k8s.io,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b10-platform-build-geo-sdr,skills/generated/shards/nexus-10/b10-platform-build-geo-sdr/SKILL.md
kyma-cli,Kyma command-line interface,https://kyma-project.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-k8s-proxy-crypto-dotfiles,skills/generated/shards/nexus-10/b10-k8s-proxy-crypto-dotfiles/SKILL.md
lacework-cli,CLI for managing Lacework,https://docs.lacework.com/cli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-k8s-proxy-crypto-dotfiles,skills/generated/shards/nexus-10/b10-k8s-proxy-crypto-dotfiles/SKILL.md
lame,High quality MPEG Audio Layer III (MP3) encoder,https://lame.sourceforge.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-media-image-audio-video,skills/generated/shards/nexus-04/b04-media-image-audio-video/SKILL.md
lammps,Molecular Dynamics Simulator,https://docs.lammps.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-geospatial-cad-3d,skills/generated/shards/nexus-04/b04-geospatial-cad-3d/SKILL.md
lando-cli,Cli part of Lando,https://docs.lando.dev/cli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-runtime-security-dataops,skills/generated/shards/nexus-10/b10-runtime-security-dataops/SKILL.md
langgraph-cli,Command-line interface for deploying apps to the LangGraph platform,https://www.github.com/langchain-ai/langgraph,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-ai-ml-model-serving,skills/generated/shards/nexus-04/b04-ai-ml-model-serving/SKILL.md
languagetool,Style and grammar checker,https://www.languagetool.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
lanraragi,Web application for archival and reading of manga/doujinshi,https://github.com/Difegue/LANraragi,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-gitops-k8s-data,skills/generated/shards/nexus-07/b07-gitops-k8s-data/SKILL.md
lapack,Linear Algebra PACKage,https://www.netlib.org/lapack/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
lasso,Library for Liberty Alliance and SAML protocols,https://lasso.entrouvert.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-zig-recon-dns-markdown,skills/generated/shards/nexus-09/b09-zig-recon-dns-markdown/SKILL.md
lastpass-cli,LastPass command-line interface tool,https://github.com/lastpass/lastpass-cli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
latex2html,LaTeX-to-HTML translator,https://www.latex2html.org,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-emulator-python-markup-network,skills/generated/shards/nexus-09/b09-emulator-python-markup-network/SKILL.md
latexdiff,Compare and mark up LaTeX file differences,https://www.ctan.org/pkg/latexdiff,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-emulation-k8s-api-gateway-build,skills/generated/shards/nexus-06/b06-emulation-k8s-api-gateway-build/SKILL.md
latexindent,Add indentation to LaTeX files,https://latexindentpl.readthedocs.io,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-docs-content-publishing,skills/generated/shards/nexus-04/b04-docs-content-publishing/SKILL.md
latexml,LaTeX to XML/HTML/MathML Converter,https://dlmf.nist.gov/LaTeXML/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-automation-telemetry-k8s-docs,skills/generated/shards/nexus-06/b06-automation-telemetry-k8s-docs/SKILL.md
lazyjj,TUI for Jujutsu/jj,https://github.com/Cretezy/lazyjj,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-graphics-media-runtime,skills/generated/shards/nexus-07/b07-graphics-media-runtime/SKILL.md
lazyjournal,"TUI for logs from journalctl, file system, Docker, Podman and Kubernetes pods",https://github.com/Lifailon/lazyjournal,CLI/stdin-stdout,Account/session credentials,yes,no,Confirm account credentials/session context are configured before execution.,1,b06-ci-build-firmware-media-ops,skills/generated/shards/nexus-06/b06-ci-build-firmware-media-ops/SKILL.md
lazyssh,Terminal-based SSH manager,https://github.com/Adembc/lazyssh,"SSH, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b07-config-template-security,skills/generated/shards/nexus-07/b07-config-template-security/SKILL.md
lc0,Open source neural network based chess engine,https://lczero.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-net-media-build-cli,skills/generated/shards/nexus-07/b07-net-media-build-cli/SKILL.md
lcdf-typetools,Manipulate OpenType and multiple-master fonts,https://www.lcdf.org/type/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-shell-docs-mail-ops,skills/generated/shards/nexus-08/b08-shell-docs-mail-ops/SKILL.md
lcm,Libraries and tools for message passing and data marshalling,https://lcm-proj.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-signal-boot-wayland-security,skills/generated/shards/nexus-09/b09-signal-boot-wayland-security/SKILL.md
ldc,Portable D programming language compiler,https://wiki.dlang.org/LDC,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
ldcli,CLI for managing LaunchDarkly feature flags,https://launchdarkly.com/docs/home/getting-started/ldcli,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-graphics-media-runtime,skills/generated/shards/nexus-07/b07-graphics-media-runtime/SKILL.md
ldid,Lets you manipulate the signature block in a Mach-O binary,https://cydia.saurik.com/info/ldid/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-security-network-forensics,skills/generated/shards/nexus-04/b04-security-network-forensics/SKILL.md
ldid-procursus,Put real or fake signatures in a Mach-O binary,https://github.com/ProcursusTeam/ldid,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-sql-format-release-desktop,skills/generated/shards/nexus-08/b08-sql-format-release-desktop/SKILL.md
leapp-cli,Cloud credentials manager cli,https://github.com/noovolari/leapp,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-intel-network-policy-quant,skills/generated/shards/nexus-09/b09-intel-network-policy-quant/SKILL.md
ledger,"Command-line, double-entry accounting tool",https://ledger-cli.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
leela-zero,Neural Network Go engine with no human-provided knowledge,https://zero.sjeng.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-emulator-python-markup-network,skills/generated/shards/nexus-09/b09-emulator-python-markup-network/SKILL.md
lefthook,Fast and powerful Git hooks manager for any type of projects,https://github.com/evilmartians/lefthook,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,git-ci-and-release-automation,skills/generated/shards/nexus-02/git-ci-and-release-automation/SKILL.md
lego,Let's Encrypt client and ACME library,https://go-acme.github.io/lego/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
lemon,LALR(1) parser generator like yacc or bison,https://www.hwaci.com/sw/lemon/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
lensfun,Remove defects from digital images,https://lensfun.github.io/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-systems-build-automation-lint,skills/generated/shards/nexus-09/b09-systems-build-automation-lint/SKILL.md
less,Pager program similar to more,https://www.greenwoodsoftware.com/less/index.html,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,terminal-shell-and-productivity,skills/generated/shards/nexus-02/terminal-shell-and-productivity/SKILL.md
lesspipe,Input filter for the pager less,https://www-zeuthen.desy.de/~friebel/unix/lesspipe.html,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-system-observability-hardware,skills/generated/shards/nexus-04/b04-system-observability-hardware/SKILL.md
leveldb,Key-value storage library with ordered mapping,https://github.com/google/leveldb/,"SQL/DB protocol, Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
lexicon,Manipulate DNS records on various DNS providers in a standardized way,https://github.com/dns-lexicon/dns-lexicon,"DNS, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,b10-schema-mobile-dns-quality,skills/generated/shards/nexus-10/b10-schema-mobile-dns-quality/SKILL.md
lftp,Sophisticated file transfer program,https://lftp.yar.ru/,"SFTP/FTP/WebDAV, CLI/stdin-stdout",None or local runtime,no,no,No API key required for local/offline use.,1,network-remote-and-messaging,skills/generated/shards/nexus-02/network-remote-and-messaging/SKILL.md
lgogdownloader,Unofficial downloader for GOG.com games,https://sites.google.com/site/gogdownloader/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-emulation-math-qt-dataflow,skills/generated/shards/nexus-09/b09-emulation-math-qt-dataflow/SKILL.md
lhasa,LHA implementation to decompress .lzh and .lzs archives,https://fragglet.github.io/lhasa/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-k8s-proxy-crypto-dotfiles,skills/generated/shards/nexus-10/b10-k8s-proxy-crypto-dotfiles/SKILL.md
libaec,Adaptive Entropy Coding implementing Golomb-Rice algorithm,https://gitlab.dkrz.de/k202009/libaec,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-shell-systems-compression-media,skills/generated/shards/nexus-06/b06-shell-systems-compression-media/SKILL.md
libassuan,Assuan IPC Library,https://www.gnupg.org/related_software/libassuan/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
libatomic_ops,Implementations for atomic memory update operations,https://github.com/bdwgc/libatomic_ops/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b06-partition-radio-testing-data,skills/generated/shards/nexus-06/b06-partition-radio-testing-data/SKILL.md
libbladerf,USB 3.0 Superspeed Software Defined Radio Source,https://nuand.com/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-tunnel-embedded-observability,skills/generated/shards/nexus-08/b08-tunnel-embedded-observability/SKILL.md
libbluray,Blu-Ray disc playback library for media players like VLC,https://www.videolan.org/developers/libbluray.html,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,media-graphics-and-document-tools,skills/generated/shards/nexus-02/media-graphics-and-document-tools/SKILL.md
libcaca,Convert pixel information into colored ASCII art,http://caca.zoy.org/wiki/libcaca,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-storage-sql-sdr-cloud,skills/generated/shards/nexus-08/b08-storage-sql-sdr-cloud/SKILL.md
libcap,User-space interfaces to POSIX 1003.1e capabilities,https://sites.google.com/site/fullycapable/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b08-systems-cache-networking,skills/generated/shards/nexus-08/b08-systems-cache-networking/SKILL.md
libcbor,CBOR protocol implementation for C and others,https://github.com/PJK/libcbor,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libcdio,Compact Disc Input and Control Library,https://savannah.gnu.org/projects/libcdio/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-network-proxy-cache-sandbox,skills/generated/shards/nexus-10/b10-network-proxy-cache-sandbox/SKILL.md
libcec,Control devices with TV remote control and HDMI cabling,https://libcec.pulse-eight.com/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-secrets-qt-k8s-identity,skills/generated/shards/nexus-09/b09-secrets-qt-k8s-identity/SKILL.md
libcerf,Numeric library for complex error functions,https://jugit.fz-juelich.de/mlz/libcerf,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-language-repo-automation-analytics,skills/generated/shards/nexus-06/b06-language-repo-automation-analytics/SKILL.md
libclc,Implementation of the library requirements of the OpenCL C programming language,https://libclc.llvm.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-system-analysis-netsec,skills/generated/shards/nexus-07/b07-system-analysis-netsec/SKILL.md
libconfig,Configuration file processing library,https://hyperrealm.github.io/libconfig/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libcouchbase,C library for Couchbase,https://docs.couchbase.com/c-sdk/current/hello-world/start-using-sdk.html,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-zig-recon-dns-markdown,skills/generated/shards/nexus-09/b09-zig-recon-dns-markdown/SKILL.md
libdap,Framework for scientific data networking,https://www.opendap.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-data-db-messaging-workflows,skills/generated/shards/nexus-04/b04-data-db-messaging-workflows/SKILL.md
libdazzle,GNOME companion library to GObject and Gtk+,https://gitlab.gnome.org/GNOME/libdazzle,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-media-k8s-encryption-web,skills/generated/shards/nexus-10/b10-media-k8s-encryption-web/SKILL.md
libdeflate,Heavily optimized DEFLATE/zlib/gzip compression and decompression,https://github.com/ebiggers/libdeflate,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libdmtx,Data Matrix library,https://libdmtx.sourceforge.net/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-security-monitoring-devtools,skills/generated/shards/nexus-07/b07-security-monitoring-devtools/SKILL.md
libdnet,Portable low-level networking library,https://github.com/ofalk/libdnet,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b08-dns-proxy-optimization-toolchain,skills/generated/shards/nexus-08/b08-dns-proxy-optimization-toolchain/SKILL.md
libdrm,Library for accessing the direct rendering manager,https://dri.freedesktop.org,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-site-docs-security-kafka,skills/generated/shards/nexus-10/b10-site-docs-security-kafka/SKILL.md
libelf,ELF object file access library,https://fossies.org/linux/misc/old/libelf-0.8.13.tar.gz/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-data-protocol-db-runtime,skills/generated/shards/nexus-07/b07-data-protocol-db-runtime/SKILL.md
libepoxy,Library for handling OpenGL function pointer management,https://github.com/anholt/libepoxy,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b08-systems-cache-networking,skills/generated/shards/nexus-08/b08-systems-cache-networking/SKILL.md
libev,Asynchronous event library,https://software.schmorp.de/pkg/libev.html,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,files-compression-and-os-utils,skills/generated/shards/nexus-02/files-compression-and-os-utils/SKILL.md
libewf,Library for support of the Expert Witness Compression Format,https://github.com/libyal/libewf,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-devops-visualization-bootstrap,skills/generated/shards/nexus-06/b06-devops-visualization-bootstrap/SKILL.md
libexif,EXIF parsing library,https://libexif.github.io/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libfreenect,Drivers and libraries for the Xbox Kinect device,https://openkinect.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-ml-voip-docs-data,skills/generated/shards/nexus-09/b09-ml-voip-docs-data/SKILL.md
libftdi,Library to talk to FTDI chips,https://www.intra2net.com/en/developer/libftdi,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-automation-telemetry-k8s-docs,skills/generated/shards/nexus-06/b06-automation-telemetry-k8s-docs/SKILL.md
libgcrypt,Cryptographic library based on the code from GnuPG,https://gnupg.org/related_software/libgcrypt/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
libgda,Provides unified data access to the GNOME project,https://www.gnome-db.org/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-typesetting-fleet-runtime-web,skills/generated/shards/nexus-09/b09-typesetting-fleet-runtime-web/SKILL.md
libgedit-gfls,Gedit Technology - File loading and saving,https://gitlab.gnome.org/World/gedit/libgedit-gfls,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b10-network-proxy-cache-sandbox,skills/generated/shards/nexus-10/b10-network-proxy-cache-sandbox/SKILL.md
libgedit-tepl,Gedit Technology - Text editor product line,https://gitlab.gnome.org/World/gedit/libgedit-tepl,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libgeotiff,Library and tools for dealing with GeoTIFF,https://github.com/OSGeo/libgeotiff,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-geospatial-cad-3d,skills/generated/shards/nexus-04/b04-geospatial-cad-3d/SKILL.md
libgit2,C library of Git core methods that is re-entrant and linkable,https://libgit2.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,git-ci-and-release-automation,skills/generated/shards/nexus-02/git-ci-and-release-automation/SKILL.md
libgit2-glib,Glib wrapper library around libgit2 git access library,https://gitlab.gnome.org/GNOME/libgit2-glib,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-docs-ci-infra-runtime,skills/generated/shards/nexus-10/b10-docs-ci-infra-runtime/SKILL.md
libgpg-error,Common error values for all GnuPG components,https://www.gnupg.org/related_software/libgpg-error/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,security-and-crypto-ops,skills/generated/shards/nexus-02/security-and-crypto-ops/SKILL.md
libgr,GR framework: a graphics library for visualisation applications,https://gr-framework.org/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b07-db-k8s-firmware-observability,skills/generated/shards/nexus-07/b07-db-k8s-firmware-observability/SKILL.md
libgsf,I/O abstraction library for dealing with structured file formats,https://gitlab.gnome.org/GNOME/libgsf,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libgsm,Lossy speech compression library,https://www.quut.com/gsm/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-download-db-messaging-sec,skills/generated/shards/nexus-10/b10-download-db-messaging-sec/SKILL.md
libgweather,"GNOME library for weather, locations and timezones",https://wiki.gnome.org/Projects/LibGWeather,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-k8s-proxy-crypto-dotfiles,skills/generated/shards/nexus-10/b10-k8s-proxy-crypto-dotfiles/SKILL.md
libhandy,Building blocks for modern adaptive GNOME apps,https://gitlab.gnome.org/GNOME/libhandy,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b09-packaging-audio-vcs-qt,skills/generated/shards/nexus-09/b09-packaging-audio-vcs-qt/SKILL.md
libharu,Library for generating PDF files,https://github.com/libharu/libharu,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b09-governance-k8s-docs-observability,skills/generated/shards/nexus-09/b09-governance-k8s-docs-observability/SKILL.md
libical,Implementation of iCalendar protocols and data formats,https://libical.github.io/libical/,CLI/stdin-stdout,None or local runtime,no,no,No API key required for local/offline use.,1,b07-system-analysis-netsec,skills/generated/shards/nexus-07/b07-system-analysis-netsec/SKILL.md
libiconv,Conversion library,https://www.gnu.org/software/libiconv/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,files-compression-and-os-utils,skills/generated/shards/nexus-02/files-compression-and-os-utils/SKILL.md
libid3tag,ID3 tag manipulation library,https://codeberg.org/tenacityteam/libid3tag,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b10-download-db-messaging-sec,skills/generated/shards/nexus-10/b10-download-db-messaging-sec/SKILL.md
libidn,International domain name library,https://www.gnu.org/software/libidn/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b04-build-languages-runtimes,skills/generated/shards/nexus-04/b04-build-languages-runtimes/SKILL.md
libimagequant,Palette quantization library extracted from pnquant2,https://pngquant.org/lib/,"Local library API/ABI, CLI/stdin-stdout",None (local library/runtime),no,no,No API key required for local library/runtime use.,1,b06-modeling-crypto-k8s-observability,skills/generated/shards/nexus-06/b06-modeling-crypto-k8s-observability/SKILL.md
